id,answer,pred_base,margin,entropy,top1p,did_sc,sc_label,sc_gap,sc_accepted,p1,p2,p3,p4,p5
generation-for-nlp-459,1,1,6.84375,0.020778615027666092,0.9974163770675659,0,,0.0,0,0.9974163770675659,0.0007779588922858238,0.0007423335337080061,0.0010633437195792794,
generation-for-nlp-460,2,2,6.59375,0.02375691942870617,0.9969504475593567,0,,0.0,0,0.0012621618807315826,0.9969504475593567,0.00042277126340195537,0.0013647224986925721,
generation-for-nlp-461,3,3,0.484375,0.8700997829437256,0.5853439569473267,0,,0.0,0,0.039833154529333115,0.014202949590981007,0.5853439569473267,0.3606199324131012,
generation-for-nlp-463,4,4,4.5,0.08110661059617996,0.9863030314445496,0,,0.0,0,0.0015299172373488545,0.0012102641630917788,0.010956837795674801,0.9863030314445496,
generation-for-nlp-464,2,2,1.421875,1.0379995107650757,0.6419532299041748,0,,0.0,0,0.1548784375190735,0.6419532299041748,0.09999703615903854,0.10317128151655197,
generation-for-nlp-465,4,4,1.71875,0.5298168063163757,0.8291910290718079,0,,0.0,0,0.020119722932577133,0.0020234936382621527,0.14866577088832855,0.8291910290718079,
generation-for-nlp-466,2,2,0.203125,1.3719745874404907,0.3165276348590851,0,,0.0,0,0.21754606068134308,0.3165276348590851,0.25834232568740845,0.20758390426635742,
generation-for-nlp-467,4,4,2.609375,0.569107174873352,0.8547296524047852,0,,0.0,0,0.06289144605398178,0.0326276533305645,0.04975122585892677,0.8547296524047852,
generation-for-nlp-469,2,2,5.578125,0.056588735431432724,0.9916947484016418,0,,0.0,0,0.0031563472002744675,0.9916947484016418,0.0014006205601617694,0.0037482548505067825,
generation-for-nlp-470,3,3,1.984375,0.5410383939743042,0.8460251092910767,0,,0.0,0,0.02117982506752014,0.016494864597916603,0.8460251092910767,0.11630011349916458,
generation-for-nlp-472,1,1,0.421875,1.3615517616271973,0.3470517098903656,0,,0.0,0,0.3470517098903656,0.22760207951068878,0.19774410128593445,0.22760207951068878,
generation-for-nlp-473,2,2,1.703125,0.9240772128105164,0.6991515159606934,0,,0.0,0,0.053912777453660965,0.6991515159606934,0.11961071938276291,0.12732495367527008,
generation-for-nlp-475,1,1,3.359375,0.3316992223262787,0.9289379715919495,0,,0.0,0,0.9289379715919495,0.032287076115608215,0.01623496040701866,0.022540010511875153,
generation-for-nlp-476,4,4,0.078125,1.3512276411056519,0.31485986709594727,0,,0.0,0,0.2452131062746048,0.14872927963733673,0.2911977767944336,0.31485986709594727,
generation-for-nlp-477,3,3,0.4375,0.9982656240463257,0.5419909954071045,0,,0.0,0,0.08311701565980911,0.02495625428855419,0.5419909954071045,0.3499356806278229,
generation-for-nlp-479,4,4,2.984375,0.3586576282978058,0.9193878769874573,0,,0.0,0,0.01878545805811882,0.015332244336605072,0.04649445414543152,0.9193878769874573,
generation-for-nlp-480,3,3,5.0,0.046046774834394455,0.9926388263702393,0,,0.0,0,0.0001150793832493946,0.0005576587282121181,0.9926388263702393,0.006688347551971674,
generation-for-nlp-481,4,4,1.40625,0.7609025239944458,0.7454301118850708,0,,0.0,0,0.0523374043405056,0.019557058811187744,0.18267551064491272,0.7454301118850708,
generation-for-nlp-482,2,2,1.1875,1.1493242979049683,0.5707387924194336,0,,0.0,0,0.11963334679603577,0.5707387924194336,0.13556234538555145,0.1740654855966568,
generation-for-nlp-483,3,3,3.625,0.1483502984046936,0.9702113270759583,0,,0.0,0,0.00208942499011755,0.0018439110135659575,0.9702113270759583,0.025855254381895065,
generation-for-nlp-484,1,1,11.828125,0.00022557965712621808,0.9999825954437256,0,,0.0,0,0.9999825954437256,6.962183761061169e-06,3.089450274273986e-06,7.296305739146192e-06,
generation-for-nlp-486,4,4,3.0625,0.2167820781469345,0.9504820108413696,0,,0.0,0,0.0018931067315861583,0.0031703568529337645,0.04445463791489601,0.9504820108413696,
generation-for-nlp-487,2,2,5.359375,0.05332285538315773,0.9921362400054932,0,,0.0,0,0.002070904476568103,0.9921362400054932,0.0011259311577305198,0.004666855558753014,
generation-for-nlp-488,2,2,3.09375,0.37217003107070923,0.9161539673805237,0,,0.0,0,0.029449721798300743,0.9161539673805237,0.01286563090980053,0.04153076186776161,
generation-for-nlp-490,4,4,7.875,0.005327149294316769,0.9994268417358398,0,,0.0,0,0.00014419796934816986,4.906089452560991e-05,0.0003799111000262201,0.9994268417358398,
generation-for-nlp-491,1,1,2.09375,0.7199642658233643,0.7947459816932678,0,,0.0,0,0.7947459816932678,0.03895462304353714,0.09793191403150558,0.06836749613285065,
generation-for-nlp-492,4,4,5.390625,0.06549681723117828,0.990022599697113,0,,0.0,0,0.004513634834438562,0.0010889649856835604,0.004374764859676361,0.990022599697113,
generation-for-nlp-493,1,1,2.28125,0.6809818744659424,0.8128435611724854,0,,0.0,0,0.8128435611724854,0.04241124913096428,0.061708007007837296,0.08303719758987427,
generation-for-nlp-494,3,3,1.078125,0.6442481279373169,0.7346087098121643,0,,0.0,0,0.013040866702795029,0.002412317553535104,0.7346087098121643,0.24993804097175598,
generation-for-nlp-495,1,1,2.625,0.5458950400352478,0.8609783053398132,0,,0.0,0,0.8609783053398132,0.05334708094596863,0.023305615410208702,0.06236905977129936,
generation-for-nlp-496,4,4,7.75,0.005292839370667934,0.9994229078292847,0,,0.0,0,0.00010715841926867142,3.942138209822588e-05,0.00043049396481364965,0.9994229078292847,
generation-for-nlp-498,1,1,0.8125,1.1359456777572632,0.5244712829589844,0,,0.0,0,0.5244712829589844,0.043729186058044434,0.1990668624639511,0.23273272812366486,
generation-for-nlp-499,4,4,6.1875,0.02568742446601391,0.996631920337677,0,,0.0,0,0.0007773470133543015,0.0005426756106317043,0.002048036316409707,0.996631920337677,
generation-for-nlp-500,4,4,3.8125,0.14500775933265686,0.9723552465438843,0,,0.0,0,0.0041645001620054245,0.0019981488585472107,0.02148212492465973,0.9723552465438843,
generation-for-nlp-501,1,1,0.140625,1.381709337234497,0.2887009382247925,0,,0.0,0,0.2887009382247925,0.22484050691127777,0.25082772970199585,0.2356308400630951,
generation-for-nlp-502,4,4,3.34375,0.3059794306755066,0.9342834949493408,0,,0.0,0,0.024897810071706772,0.007834444753825665,0.03298424184322357,0.9342834949493408,
generation-for-nlp-505,4,4,7.640625,0.0069626872427761555,0.9992225170135498,0,,0.0,0,0.00048015444190241396,3.216834375052713e-05,0.0002651664544828236,0.9992225170135498,
generation-for-nlp-506,4,4,0.625,1.141507863998413,0.5259657502174377,0,,0.0,0,0.11553933471441269,0.07696578651666641,0.28152918815612793,0.5259657502174377,
generation-for-nlp-507,4,4,0.734375,1.231736421585083,0.49239739775657654,0,,0.0,0,0.13461394608020782,0.13673381507396698,0.23625484108924866,0.49239739775657654,
generation-for-nlp-508,4,4,0.046875,1.2026405334472656,0.3810916543006897,0,,0.0,0,0.21045878529548645,0.044809263199567795,0.3636402189731598,0.3810916543006897,
generation-for-nlp-509,2,2,0.453125,1.2665470838546753,0.4303508996963501,0,,0.0,0,0.1970290094614029,0.4303508996963501,0.2735476791858673,0.0990724042057991,
generation-for-nlp-510,2,2,4.4375,0.1554514467716217,0.9725541472434998,0,,0.0,0,0.0076612550765275955,0.9725541472434998,0.00828379113227129,0.011500904336571693,
generation-for-nlp-512,4,4,3.890625,0.18168696761131287,0.9656369686126709,0,,0.0,0,0.01056094653904438,0.00407160772010684,0.019730444997549057,0.9656369686126709,
generation-for-nlp-513,1,1,0.1875,1.3651037216186523,0.32290101051330566,0,,0.0,0,0.32290101051330566,0.267694354057312,0.2254212349653244,0.1839834451675415,
generation-for-nlp-514,3,3,9.328125,0.001169494935311377,0.9998910427093506,0,,0.0,0,9.665150173532311e-06,1.0450517947901972e-05,0.9998910427093506,8.887906733434647e-05,
generation-for-nlp-515,1,1,10.3125,0.0006888824864290655,0.9999412298202515,0,,0.0,0,0.9999412298202515,1.5445639292011037e-05,1.0129497240995988e-05,3.32133422489278e-05,
generation-for-nlp-516,4,4,6.75,0.013676506467163563,0.9983213543891907,0,,0.0,0,0.0011689141392707825,9.299823432229459e-05,0.0004167891456745565,0.9983213543891907,
generation-for-nlp-517,2,2,5.15625,0.05788717791438103,0.9912152290344238,0,,0.0,0,0.0021682744845747948,0.9912152290344238,0.0009038713178597391,0.005712642800062895,
generation-for-nlp-518,2,2,7.359375,0.008777327835559845,0.9989989399909973,0,,0.0,0,0.00027352251345291734,0.9989989399909973,9.161857451545075e-05,0.0006359589169733226,
generation-for-nlp-519,3,3,7.34375,0.0068452926352620125,0.9992165565490723,0,,0.0,0,6.600475171580911e-05,7.13681656634435e-05,0.9992165565490723,0.0006461145239882171,
generation-for-nlp-520,2,2,9.90625,0.001322336494922638,0.9998811483383179,0,,0.0,0,3.4265594877069816e-05,0.9998811483383179,3.4805198083631694e-05,4.985614214092493e-05,
generation-for-nlp-521,3,3,8.15625,0.0033579592127352953,0.9996479749679565,0,,0.0,0,1.6958743799477816e-05,4.831096521229483e-05,0.9996479749679565,0.0002868353622034192,
generation-for-nlp-522,3,3,9.0625,0.0013486070092767477,0.9998698234558105,0,,0.0,0,5.464064543048153e-06,8.731549314688891e-06,0.9998698234558105,0.00011591769725782797,
generation-for-nlp-523,4,4,8.703125,0.0025031552650034428,0.9997530579566956,0,,0.0,0,0.00016602504183538258,2.3547358068753965e-05,5.73767174500972e-05,0.9997530579566956,
generation-for-nlp-525,3,3,7.0625,0.01014697551727295,0.9988092184066772,0,,0.0,0,0.0001793463743524626,0.00015581883781123906,0.9988092184066772,0.0008556137327104807,
generation-for-nlp-526,2,2,4.46875,0.11703662574291229,0.9797226786613464,0,,0.0,0,0.0014501174446195364,0.9797226786613464,0.011229223571717739,0.007598072290420532,
generation-for-nlp-527,4,4,7.296875,0.009021875448524952,0.9989649057388306,0,,0.0,0,0.00026509808958508074,9.305818821303546e-05,0.000676951662171632,0.9989649057388306,
generation-for-nlp-529,1,1,8.640625,0.0027623579371720552,0.9997264742851257,0,,0.0,0,0.9997264742851257,5.143079033587128e-05,4.538751454674639e-05,0.00017672801914159209,
generation-for-nlp-530,4,4,2.0,0.5789936780929565,0.8337207436561584,0,,0.0,0,0.0441855825483799,0.009261801838874817,0.11283183097839355,0.8337207436561584,
generation-for-nlp-531,1,1,11.296875,0.0003558813768904656,0.9999715089797974,0,,0.0,0,0.9999715089797974,1.0952931006613653e-05,5.093585969007108e-06,1.2411295756464824e-05,
generation-for-nlp-532,4,4,4.765625,0.06107611954212189,0.9899954795837402,0,,0.0,0,0.008432349190115929,0.00025864478084258735,0.0013135066255927086,0.9899954795837402,
generation-for-nlp-533,3,3,7.6875,0.0052430285140872,0.9994243383407593,0,,0.0,0,5.7357850892003626e-05,6.0110509366495535e-05,0.9994243383407593,0.0004582590772770345,
generation-for-nlp-534,1,1,12.078125,0.00013802011380903423,0.9999897480010986,0,,0.0,0,0.9999897480010986,2.8572949304361828e-06,1.7061686321540037e-06,5.682409209839534e-06,
generation-for-nlp-535,1,1,9.09375,0.002250219928100705,0.9997848868370056,0,,0.0,0,0.9997848868370056,6.013219535816461e-05,4.264010931365192e-05,0.00011234173871343955,
generation-for-nlp-537,2,2,9.640625,0.0010548195568844676,0.999904990196228,0,,0.0,0,1.5688307030359283e-05,0.999904990196228,1.42843646244728e-05,6.50262227281928e-05,
generation-for-nlp-538,2,2,1.78125,0.5358513593673706,0.8334779739379883,0,,0.0,0,0.1403805911540985,0.8334779739379883,0.005275677889585495,0.02086571417748928,
generation-for-nlp-539,2,2,7.078125,0.013312559574842453,0.998421311378479,0,,0.0,0,0.000502794049680233,0.998421311378479,0.00023382093058899045,0.000842021603602916,
generation-for-nlp-540,3,3,7.828125,0.004260172136127949,0.9995357990264893,0,,0.0,0,2.4672055587871e-05,4.131791502004489e-05,0.9995357990264893,0.00039818676305003464,
generation-for-nlp-541,1,1,9.59375,0.0011210883967578411,0.9998983144760132,0,,0.0,0,0.9998983144760132,1.0952129741781391e-05,2.2472311684396118e-05,6.814643711550161e-05,
generation-for-nlp-543,1,1,6.078125,0.04458099603652954,0.9937840700149536,0,,0.0,0,0.9937840700149536,0.0021070102229714394,0.0022782213054597378,0.0018306021811440587,
generation-for-nlp-544,3,3,2.21875,0.522362232208252,0.8566888570785522,0,,0.0,0,0.09316059201955795,0.0061446065083146095,0.8566888570785522,0.044005945324897766,
generation-for-nlp-545,3,3,8.984375,0.0018327508587390184,0.9998244643211365,0,,0.0,0,2.5462581106694415e-05,2.467918056936469e-05,0.9998244643211365,0.00012533122207969427,
generation-for-nlp-546,1,1,9.59375,0.0012122690677642822,0.9998899698257446,0,,0.0,0,0.9998899698257446,2.753342232608702e-05,1.4284149983723182e-05,6.814586231485009e-05,
generation-for-nlp-547,2,2,7.234375,0.00968201644718647,0.9988760352134705,0,,0.0,0,0.0007205472211353481,0.9988760352134705,7.360853487625718e-05,0.00032989055034704506,
generation-for-nlp-548,1,1,6.640625,0.01603212207555771,0.9980213642120361,0,,0.0,0,0.9980213642120361,0.00034542649518698454,0.0003296082722954452,0.0013036261079832911,
generation-for-nlp-550,3,3,6.453125,0.014092122204601765,0.9981879591941833,0,,0.0,0,6.003614907967858e-05,0.00017923483392223716,0.9981879591941833,0.0015727357240393758,
generation-for-nlp-551,3,3,6.359375,0.015054731629788876,0.9980297684669495,0,,0.0,0,0.0002195682900492102,2.3506770958192647e-05,0.9980297684669495,0.0017270386451855302,
generation-for-nlp-552,4,4,5.046875,0.08315973728895187,0.9869600534439087,0,,0.0,0,0.0063455551862716675,0.0029052067548036575,0.003789104288443923,0.9869600534439087,
generation-for-nlp-553,3,3,6.75,0.016686061397194862,0.9979352951049805,0,,0.0,0,0.000719868578016758,0.00017641138401813805,0.9979352951049805,0.0011684619821608067,
generation-for-nlp-554,3,3,5.953125,0.023298760876059532,0.9968120455741882,0,,0.0,0,8.860538218868896e-05,0.0005098887486383319,0.9968120455741882,0.0025894285645335913,
generation-for-nlp-555,3,3,8.953125,0.0016158632934093475,0.9998435974121094,0,,0.0,0,9.514854355074931e-06,1.750049523252528e-05,0.9998435974121094,0.0001293121458729729,
generation-for-nlp-556,1,1,3.0,0.4676569402217865,0.8889477849006653,0,,0.0,0,0.8889477849006653,0.044258102774620056,0.025217507034540176,0.04157664254307747,
generation-for-nlp-557,3,3,7.59375,0.006669168826192617,0.9992600083351135,0,,0.0,0,0.000179427326656878,5.7348421250935644e-05,0.9992600083351135,0.0005032164044678211,
generation-for-nlp-558,1,1,12.25,0.00014471217582467943,0.9999891519546509,0,,0.0,0,0.9999891519546509,4.2228052734571975e-06,1.73303590145224e-06,4.785065812029643e-06,
generation-for-nlp-559,1,1,11.671875,0.0001937645865837112,0.9999852180480957,0,,0.0,0,0.9999852180480957,3.500814955259557e-06,2.769372713373741e-06,8.530267223250121e-06,
generation-for-nlp-560,4,4,6.71875,0.016538921743631363,0.9979700446128845,0,,0.0,0,0.0012055950937792659,0.0003295913338661194,0.000494775187689811,0.9979700446128845,
generation-for-nlp-561,2,2,9.375,0.0011816703481599689,0.9998905658721924,0,,0.0,0,1.5205406270979438e-05,0.9998905658721924,9.36777996685123e-06,8.480894757667556e-05,
generation-for-nlp-562,2,2,8.8125,0.002101622987538576,0.9997946619987488,0,,0.0,0,4.197944872430526e-05,0.9997946619987488,1.4507708328892477e-05,0.00014883006224408746,
generation-for-nlp-563,4,4,7.8125,0.007205757312476635,0.999207079410553,0,,0.0,0,0.00040432429523207247,8.343703666469082e-05,0.00030519999563694,0.999207079410553,
generation-for-nlp-564,1,1,8.9375,0.002708563581109047,0.999736487865448,0,,0.0,0,0.999736487865448,5.737576793762855e-05,7.483211084036157e-05,0.00013133444008417428,
generation-for-nlp-565,4,4,8.921875,0.0028786046896129847,0.9997151494026184,0,,0.0,0,0.0001333998079644516,2.79621181107359e-05,0.0001233746443176642,0.9997151494026184,
generation-for-nlp-566,4,4,6.328125,0.020853552967309952,0.997322142124176,0,,0.0,0,0.000518183340318501,0.0003791110357269645,0.0017805971438065171,0.997322142124176,
generation-for-nlp-567,1,1,11.953125,0.00020591852080542594,0.9999843835830688,0,,0.0,0,0.9999843835830688,4.936936420563143e-06,4.28928478868329e-06,6.438978743972257e-06,
generation-for-nlp-568,3,3,5.578125,0.040006302297115326,0.9942307472229004,0,,0.0,0,0.0017475578933954239,0.0002638417645357549,0.9942307472229004,0.003757840022444725,
generation-for-nlp-569,2,2,9.40625,0.0013670864282175899,0.9998741149902344,0,,0.0,0,2.0782987121492624e-05,0.9998741149902344,2.282564491906669e-05,8.21983048808761e-05,
generation-for-nlp-570,3,3,8.515625,0.0026615087408572435,0.9997316002845764,0,,0.0,0,5.4748070397181436e-05,1.3416592082649004e-05,0.9997316002845764,0.00020026013953611255,
generation-for-nlp-571,4,4,5.671875,0.0477442592382431,0.9931212067604065,0,,0.0,0,0.0034177338238805532,0.0007991974707692862,0.002661733888089657,0.9931212067604065,
generation-for-nlp-573,3,3,7.5625,0.00888022780418396,0.9989946484565735,0,,0.0,0,0.000391801237128675,9.452645463170484e-05,0.9989946484565735,0.0005190523224882782,
generation-for-nlp-574,4,4,8.65625,0.0024542766623198986,0.9997560381889343,0,,0.0,0,5.561158832279034e-05,1.4282236406870652e-05,0.00017399326316080987,0.9997560381889343,
generation-for-nlp-576,4,4,8.453125,0.004043790511786938,0.9995782971382141,0,,0.0,0,0.0001940689980983734,1.4504568753181957e-05,0.00021314311015885323,0.9995782971382141,
generation-for-nlp-577,2,2,7.09375,0.01197092980146408,0.998579740524292,0,,0.0,0,0.00048740205238573253,0.998579740524292,0.00010377387661719695,0.0008290987461805344,
generation-for-nlp-578,3,3,5.953125,0.03934212028980255,0.9945060610771179,0,,0.0,0,0.0023157789837569,0.0005947412573732436,0.9945060610771179,0.0025834382977336645,
generation-for-nlp-579,3,3,7.8125,0.0055892206728458405,0.9993966817855835,0,,0.0,0,7.364690100075677e-05,0.00012527759827207774,0.9993966817855835,0.0004044010420329869,
generation-for-nlp-580,3,3,3.28125,0.16202868521213531,0.9630782604217529,0,,0.0,0,0.0005410517915152013,0.00018698247731663287,0.9630782604217529,0.036193687468767166,
generation-for-nlp-581,2,2,8.5625,0.003509104484692216,0.9996458292007446,0,,0.0,0,0.00011771675053751096,0.9996458292007446,4.538385110208765e-05,0.00019107313710264862,
generation-for-nlp-582,4,4,8.46875,0.003247627057135105,0.9996687173843384,0,,0.0,0,0.00010718478006310761,1.428098858013982e-05,0.00020985760784242302,0.9996687173843384,
generation-for-nlp-583,1,1,5.46875,0.04854554682970047,0.9929717183113098,0,,0.0,0,0.9929717183113098,0.001564516918733716,0.0012769215973094106,0.004186864942312241,
generation-for-nlp-584,1,1,6.890625,0.013835068792104721,0.9983260035514832,0,,0.0,0,0.9983260035514832,0.00013960753858555108,0.0010155749041587114,0.0005187049391679466,
generation-for-nlp-585,2,2,9.71875,0.0010486871469765902,0.9999055862426758,0,,0.0,0,2.6272982722730376e-05,0.9999055862426758,7.888579602877144e-06,6.0139456763863564e-05,
generation-for-nlp-586,3,3,6.984375,0.009754175320267677,0.9988351464271545,0,,0.0,0,5.4698975873179734e-05,0.00018504424951970577,0.9988351464271545,0.0009251630981452763,
generation-for-nlp-587,2,2,5.6875,0.03167421370744705,0.9955406785011292,0,,0.0,0,0.0033729441929608583,0.9955406785011292,0.0002725756785366684,0.0008137606200762093,
generation-for-nlp-589,2,2,4.25,0.12871906161308289,0.9768272042274475,0,,0.0,0,0.013933691196143627,0.9768272042274475,0.0009190266719087958,0.008320187218487263,
generation-for-nlp-590,1,1,8.34375,0.0031605036929249763,0.9996774196624756,0,,0.0,0,0.9996774196624756,3.943141928175464e-05,4.538528446573764e-05,0.00023780188348609954,
generation-for-nlp-591,1,1,8.453125,0.0031404432374984026,0.999683141708374,0,,0.0,0,0.999683141708374,6.107291847001761e-05,4.263576920493506e-05,0.000213165461900644,
generation-for-nlp-592,3,3,8.53125,0.0022985711693763733,0.9997676014900208,0,,0.0,0,1.240876463270979e-05,2.282321293023415e-05,0.9997676014900208,0.0001971624733414501,
generation-for-nlp-593,3,3,4.265625,0.10006599873304367,0.9822275042533875,0,,0.0,0,0.0035424656234681606,0.0004365174099802971,0.9822275042533875,0.01379350759088993,
generation-for-nlp-595,2,2,9.453125,0.001711543183773756,0.9998403787612915,0,,0.0,0,7.843151979614049e-05,0.9998403787612915,2.014288111240603e-05,6.108253001002595e-05,
generation-for-nlp-597,4,4,10.546875,0.0005962888244539499,0.9999496936798096,0,,0.0,0,2.6274141418980435e-05,5.954875177849317e-06,1.805793544917833e-05,0.9999496936798096,
generation-for-nlp-598,2,2,10.921875,0.0004958822974003851,0.9999591112136841,0,,0.0,0,1.6187181245186366e-05,0.9999591112136841,6.643206234002719e-06,1.805810461519286e-05,
generation-for-nlp-599,3,3,8.03125,0.0038044105749577284,0.9995959401130676,0,,0.0,0,1.8917859051725827e-05,6.012083395035006e-05,0.9995959401130676,0.00032501015812158585,
generation-for-nlp-600,2,2,6.875,0.016820132732391357,0.9979466795921326,0,,0.0,0,0.0010311759542673826,0.9979466795921326,0.00032447392004542053,0.0006977285374887288,
generation-for-nlp-601,4,4,8.09375,0.003941008355468512,0.9995860457420349,0,,0.0,0,7.84115691203624e-05,3.0230352422222495e-05,0.0003053157706744969,0.9995860457420349,
generation-for-nlp-602,4,4,6.421875,0.019649386405944824,0.9974735379219055,0,,0.0,0,0.0016214983770623803,0.00012700556544587016,0.0007780034793540835,0.9974735379219055,
generation-for-nlp-603,1,1,12.625,9.088683873414993e-05,0.9999934434890747,0,,0.0,0,0.9999934434890747,2.190772192989243e-06,1.0348474006605102e-06,3.288738298579119e-06,
generation-for-nlp-604,4,4,7.34375,0.010801058262586594,0.9987450838088989,0,,0.0,0,0.0006458096904680133,0.00011399218783481047,0.0004951594746671617,0.9987450838088989,
generation-for-nlp-605,3,3,8.875,0.002161629032343626,0.9997908473014832,0,,0.0,0,3.168763214489445e-05,3.762999040191062e-05,0.9997908473014832,0.0001398123858962208,
generation-for-nlp-607,3,3,9.46875,0.0009717487264424562,0.9999101161956787,0,,0.0,0,5.464284640765982e-06,7.126770469767507e-06,0.9999101161956787,7.722093869233504e-05,
generation-for-nlp-608,2,2,6.3125,0.02480415627360344,0.9967308044433594,0,,0.0,0,0.001261883764527738,0.9967308044433594,0.00019965902902185917,0.001807565102353692,
generation-for-nlp-611,1,1,1.796875,0.621901273727417,0.8119514584541321,0,,0.0,0,0.8119514584541321,0.010381916537880898,0.13463473320007324,0.04303184896707535,
generation-for-nlp-612,2,2,8.515625,0.0030993297696113586,0.9996891021728516,0,,0.0,0,4.4682172301691025e-05,0.9996891021728516,6.603596557397395e-05,0.00020025161211378872,
